1,20,20
wall,0,0,source/group44/resources/WallCounter.png
wall,1,0,source/group44/resources/WallCounter.png
wall,2,0,source/group44/resources/WallCounter.png
wall,3,0,source/group44/resources/WallCounter.png
wall,4,0,source/group44/resources/WallCounter.png
wall,5,0,source/group44/resources/WallCounter.png
wall,6,0,source/group44/resources/WallCounter.png
wall,7,0,source/group44/resources/WallCounter.png
wall,8,0,source/group44/resources/WallCounter.png
wall,9,0,source/group44/resources/WallCounter.png
wall,10,0,source/group44/resources/WallCounter.png
wall,11,0,source/group44/resources/WallCounter.png
wall,12,0,source/group44/resources/WallCounter.png
wall,13,0,source/group44/resources/WallCounter.png
wall,14,0,source/group44/resources/WallCounter.png
wall,15,0,source/group44/resources/WallCounter.png
wall,16,0,source/group44/resources/WallCounter.png
wall,17,0,source/group44/resources/WallCounter.png
wall,18,0,source/group44/resources/WallCounter.png
wall,19,0,source/group44/resources/WallCounter.png
wall,0,19,source/group44/resources/WallCounter.png
wall,1,19,source/group44/resources/WallCounter.png
wall,2,19,source/group44/resources/WallCounter.png
wall,3,19,source/group44/resources/WallCounter.png
wall,4,19,source/group44/resources/WallCounter.png
wall,5,19,source/group44/resources/WallCounter.png
wall,6,19,source/group44/resources/WallCounter.png
wall,7,19,source/group44/resources/WallCounter.png
wall,8,19,source/group44/resources/WallCounter.png
wall,9,19,source/group44/resources/WallCounter.png
wall,10,19,source/group44/resources/WallCounter.png
wall,11,19,source/group44/resources/WallCounter.png
wall,12,19,source/group44/resources/WallCounter.png
wall,13,19,source/group44/resources/WallCounter.png
wall,14,19,source/group44/resources/WallCounter.png
wall,15,19,source/group44/resources/WallCounter.png
wall,16,19,source/group44/resources/WallCounter.png
wall,17,19,source/group44/resources/WallCounter.png
wall,18,19,source/group44/resources/WallCounter.png
wall,19,19,source/group44/resources/WallCounter.png
wall,0,1,source/group44/resources/WallCounter.png
wall,0,2,source/group44/resources/WallCounter.png
wall,0,3,source/group44/resources/WallCounter.png
wall,0,4,source/group44/resources/WallCounter.png
wall,0,5,source/group44/resources/WallCounter.png
wall,0,6,source/group44/resources/WallCounter.png
wall,0,7,source/group44/resources/WallCounter.png
wall,0,8,source/group44/resources/WallCounter.png
wall,0,9,source/group44/resources/WallCounter.png
wall,0,10,source/group44/resources/WallCounter.png
wall,0,11,source/group44/resources/WallCounter.png
wall,0,12,source/group44/resources/WallCounter.png
wall,0,13,source/group44/resources/WallCounter.png
wall,0,14,source/group44/resources/WallCounter.png
wall,0,15,source/group44/resources/WallCounter.png
wall,0,16,source/group44/resources/WallCounter.png
wall,0,17,source/group44/resources/WallCounter.png
wall,0,18,source/group44/resources/WallCounter.png
wall,19,1,source/group44/resources/WallCounter.png
wall,19,2,source/group44/resources/WallCounter.png
wall,19,3,source/group44/resources/WallCounter.png
wall,19,4,source/group44/resources/WallCounter.png
wall,19,5,source/group44/resources/WallCounter.png
wall,19,6,source/group44/resources/WallCounter.png
wall,19,7,source/group44/resources/WallCounter.png
wall,19,8,source/group44/resources/WallCounter.png
wall,19,9,source/group44/resources/WallCounter.png
wall,19,10,source/group44/resources/WallCounter.png
wall,19,11,source/group44/resources/WallCounter.png
wall,19,12,source/group44/resources/WallCounter.png
wall,19,13,source/group44/resources/WallCounter.png
wall,19,14,source/group44/resources/WallCounter.png
wall,19,15,source/group44/resources/WallCounter.png
wall,19,16,source/group44/resources/WallCounter.png
wall,19,17,source/group44/resources/WallCounter.png
wall,19,18,source/group44/resources/WallCounter.png
ground,1,1,source/group44/resources/cells/floor.png,player,Tomas,1,1,0,0,source/group44/resources/ChefDownWalk/Front1.png
ground,1,2,source/group44/resources/cells/floor.png
ground,1,3,source/group44/resources/cells/floor.png
ground,1,4,source/group44/resources/cells/floor.png
ground,1,5,source/group44/resources/cells/floor.png
ground,1,6,source/group44/resources/cells/floor.png
ground,1,7,source/group44/resources/cells/floor.png
ground,1,8,source/group44/resources/cells/floor.png
ground,1,9,source/group44/resources/cells/floor.png
ground,1,10,source/group44/resources/cells/floor.png
ground,1,11,source/group44/resources/cells/floor.png
ground,1,12,source/group44/resources/cells/floor.png
ground,1,13,source/group44/resources/cells/floor.png
ground,1,14,source/group44/resources/cells/floor.png
ground,1,15,source/group44/resources/cells/floor.png
ground,1,16,source/group44/resources/cells/floor.png
ground,1,17,source/group44/resources/cells/floor.png
ground,2,1,source/group44/resources/cells/floor.png
ground,2,2,source/group44/resources/cells/floor.png
ground,2,3,source/group44/resources/cells/floor.png
ground,2,4,source/group44/resources/cells/floor.png
ground,2,5,source/group44/resources/cells/floor.png
ground,2,6,source/group44/resources/cells/floor.png
ground,2,7,source/group44/resources/cells/floor.png
ground,2,8,source/group44/resources/cells/floor.png
ground,2,9,source/group44/resources/cells/floor.png
ground,2,10,source/group44/resources/cells/floor.png
ground,2,11,source/group44/resources/cells/floor.png
ground,2,12,source/group44/resources/cells/floor.png
ground,2,13,source/group44/resources/cells/floor.png
ground,2,14,source/group44/resources/cells/floor.png
ground,2,15,source/group44/resources/cells/floor.png
ground,2,16,source/group44/resources/cells/floor.png
ground,2,17,source/group44/resources/cells/floor.png
ground,3,1,source/group44/resources/cells/floor.png
ground,3,2,source/group44/resources/cells/floor.png
ground,3,3,source/group44/resources/cells/floor.png
ground,3,4,source/group44/resources/cells/floor.png
ground,3,5,source/group44/resources/cells/floor.png
ground,3,6,source/group44/resources/cells/floor.png
ground,3,7,source/group44/resources/cells/floor.png
ground,3,8,source/group44/resources/cells/floor.png
ground,3,9,source/group44/resources/cells/floor.png
ground,3,10,source/group44/resources/cells/floor.png
ground,3,11,source/group44/resources/cells/floor.png
ground,3,12,source/group44/resources/cells/floor.png
ground,3,13,source/group44/resources/cells/floor.png
ground,3,14,source/group44/resources/cells/floor.png
ground,3,15,source/group44/resources/cells/floor.png
ground,3,16,source/group44/resources/cells/floor.png
ground,3,17,source/group44/resources/cells/floor.png
water,4,1,source/group44/resources/cells/water.png
water,4,2,source/group44/resources/cells/water.png
water,4,3,source/group44/resources/cells/water.png
water,4,4,source/group44/resources/cells/water.png
water,4,5,source/group44/resources/cells/water.png
water,4,6,source/group44/resources/cells/water.png
water,4,7,source/group44/resources/cells/water.png
water,4,8,source/group44/resources/cells/water.png
ground,4,9,source/group44/resources/cells/floor.png
water,4,9,source/group44/resources/cells/water.png
water,4,10,source/group44/resources/cells/water.png
water,4,11,source/group44/resources/cells/water.png
water,4,12,source/group44/resources/cells/water.png
water,4,13,source/group44/resources/cells/water.png
water,4,14,source/group44/resources/cells/water.png
water,4,15,source/group44/resources/cells/water.png
water,4,16,source/group44/resources/cells/water.png
water,4,17,source/group44/resources/cells/water.png
fire,5,1,source/group44/resources/cells/fire.png
fire,5,2,source/group44/resources/cells/fire.png
fire,5,3,source/group44/resources/cells/fire.png
fire,5,4,source/group44/resources/cells/fire.png
fire,5,5,source/group44/resources/cells/fire.png
fire,5,6,source/group44/resources/cells/fire.png
fire,5,7,source/group44/resources/cells/fire.png
fire,5,8,source/group44/resources/cells/fire.png
ground,5,9,source/group44/resources/cells/floor.png
fire,5,9,source/group44/resources/cells/fire.png
fire,5,10,source/group44/resources/cells/fire.png
fire,5,11,source/group44/resources/cells/fire.png
fire,5,12,source/group44/resources/cells/fire.png
fire,5,13,source/group44/resources/cells/fire.png
fire,5,14,source/group44/resources/cells/fire.png
fire,5,15,source/group44/resources/cells/fire.png
fire,5,16,source/group44/resources/cells/fire.png
fire,5,17,source/group44/resources/cells/fire.png
water,6,1,source/group44/resources/cells/water.png
water,6,2,source/group44/resources/cells/water.png
water,6,3,source/group44/resources/cells/water.png
water,6,4,source/group44/resources/cells/water.png
water,6,5,source/group44/resources/cells/water.png
water,6,6,source/group44/resources/cells/water.png
water,6,7,source/group44/resources/cells/water.png
water,6,8,source/group44/resources/cells/water.png
ground,6,9,source/group44/resources/cells/floor.png
water,6,9,source/group44/resources/cells/water.png
water,6,10,source/group44/resources/cells/water.png
water,6,11,source/group44/resources/cells/water.png
water,6,12,source/group44/resources/cells/water.png
water,6,13,source/group44/resources/cells/water.png
water,6,14,source/group44/resources/cells/water.png
water,6,15,source/group44/resources/cells/water.png
water,6,16,source/group44/resources/cells/water.png
water,6,17,source/group44/resources/cells/water.png
ground,7,1,source/group44/resources/cells/floor.png
ground,7,2,source/group44/resources/cells/floor.png
ground,7,3,source/group44/resources/cells/floor.png
ground,7,4,source/group44/resources/cells/floor.png
ground,7,5,source/group44/resources/cells/floor.png
ground,7,6,source/group44/resources/cells/floor.png
ground,7,7,source/group44/resources/cells/floor.png
ground,7,8,source/group44/resources/cells/floor.png
ground,7,9,source/group44/resources/cells/floor.png
ground,7,10,source/group44/resources/cells/floor.png
ground,7,11,source/group44/resources/cells/floor.png
ground,7,12,source/group44/resources/cells/floor.png
ground,7,13,source/group44/resources/cells/floor.png
ground,7,14,source/group44/resources/cells/floor.png
ground,7,15,source/group44/resources/cells/floor.png
ground,7,16,source/group44/resources/cells/floor.png
ground,7,17,source/group44/resources/cells/floor.png
ground,7,18,source/group44/resources/cells/floor.png
ground,8,1,source/group44/resources/cells/floor.png
ground,8,2,source/group44/resources/cells/floor.png
ground,8,3,source/group44/resources/cells/floor.png
ground,8,4,source/group44/resources/cells/floor.png
ground,8,5,source/group44/resources/cells/floor.png
ground,8,6,source/group44/resources/cells/floor.png
ground,8,7,source/group44/resources/cells/floor.png
ground,8,8,source/group44/resources/cells/floor.png
ground,8,9,source/group44/resources/cells/floor.png
ground,8,10,source/group44/resources/cells/floor.png
ground,8,11,source/group44/resources/cells/floor.png
ground,8,12,source/group44/resources/cells/floor.png
ground,8,13,source/group44/resources/cells/floor.png
ground,8,14,source/group44/resources/cells/floor.png
ground,8,15,source/group44/resources/cells/floor.png
ground,8,16,source/group44/resources/cells/floor.png
ground,8,17,source/group44/resources/cells/floor.png
ground,8,18,source/group44/resources/cells/floor.png
ground,9,1,source/group44/resources/cells/floor.png
ground,9,2,source/group44/resources/cells/floor.png
ground,9,3,source/group44/resources/cells/floor.png
ground,9,4,source/group44/resources/cells/floor.png
ground,9,5,source/group44/resources/cells/floor.png
ground,9,6,source/group44/resources/cells/floor.png
ground,9,7,source/group44/resources/cells/floor.png
ground,9,8,source/group44/resources/cells/floor.png
ground,9,9,source/group44/resources/cells/floor.png
ground,9,10,source/group44/resources/cells/floor.png
ground,9,11,source/group44/resources/cells/floor.png
ground,9,12,source/group44/resources/cells/floor.png
ground,9,13,source/group44/resources/cells/floor.png
ground,9,14,source/group44/resources/cells/floor.png
ground,9,15,source/group44/resources/cells/floor.png
ground,9,16,source/group44/resources/cells/floor.png
ground,9,17,source/group44/resources/cells/floor.png
ground,9,18,source/group44/resources/cells/floor.png
ground,10,1,source/group44/resources/cells/floor.png
ground,10,2,source/group44/resources/cells/floor.png
ground,10,3,source/group44/resources/cells/floor.png
ground,10,4,source/group44/resources/cells/floor.png
ground,10,5,source/group44/resources/cells/floor.png
ground,10,6,source/group44/resources/cells/floor.png
ground,10,7,source/group44/resources/cells/floor.png
ground,10,8,source/group44/resources/cells/floor.png
ground,10,9,source/group44/resources/cells/floor.png
ground,10,10,source/group44/resources/cells/floor.png
ground,10,11,source/group44/resources/cells/floor.png
ground,10,12,source/group44/resources/cells/floor.png
ground,10,13,source/group44/resources/cells/floor.png
ground,10,14,source/group44/resources/cells/floor.png
ground,10,15,source/group44/resources/cells/floor.png
ground,10,16,source/group44/resources/cells/floor.png
ground,10,17,source/group44/resources/cells/floor.png
ground,10,18,source/group44/resources/cells/floor.png
ground,11,1,source/group44/resources/cells/floor.png
ground,11,2,source/group44/resources/cells/floor.png
ground,11,3,source/group44/resources/cells/floor.png
ground,11,4,source/group44/resources/cells/floor.png
ground,11,5,source/group44/resources/cells/floor.png
ground,11,6,source/group44/resources/cells/floor.png
ground,11,7,source/group44/resources/cells/floor.png
ground,11,8,source/group44/resources/cells/floor.png
ground,11,9,source/group44/resources/cells/floor.png
ground,11,10,source/group44/resources/cells/floor.png
ground,11,11,source/group44/resources/cells/floor.png
ground,11,12,source/group44/resources/cells/floor.png
ground,11,13,source/group44/resources/cells/floor.png
ground,11,14,source/group44/resources/cells/floor.png
ground,11,15,source/group44/resources/cells/floor.png
ground,11,16,source/group44/resources/cells/floor.png
ground,11,17,source/group44/resources/cells/floor.png
ground,11,18,source/group44/resources/cells/floor.png
ground,12,1,source/group44/resources/cells/floor.png
ground,12,2,source/group44/resources/cells/floor.png
ground,12,3,source/group44/resources/cells/floor.png
ground,12,4,source/group44/resources/cells/floor.png
ground,12,5,source/group44/resources/cells/floor.png
ground,12,6,source/group44/resources/cells/floor.png
ground,12,7,source/group44/resources/cells/floor.png
ground,12,8,source/group44/resources/cells/floor.png
ground,12,9,source/group44/resources/cells/floor.png
ground,12,10,source/group44/resources/cells/floor.png
ground,12,11,source/group44/resources/cells/floor.png
ground,12,12,source/group44/resources/cells/floor.png
ground,12,13,source/group44/resources/cells/floor.png
ground,12,14,source/group44/resources/cells/floor.png
ground,12,15,source/group44/resources/cells/floor.png
ground,12,16,source/group44/resources/cells/floor.png
ground,12,17,source/group44/resources/cells/floor.png
ground,12,18,source/group44/resources/cells/floor.png
ground,13,1,source/group44/resources/cells/floor.png
ground,13,2,source/group44/resources/cells/floor.png
ground,13,3,source/group44/resources/cells/floor.png
ground,13,4,source/group44/resources/cells/floor.png
ground,13,5,source/group44/resources/cells/floor.png
ground,13,6,source/group44/resources/cells/floor.png
ground,13,7,source/group44/resources/cells/floor.png
ground,13,8,source/group44/resources/cells/floor.png
ground,13,9,source/group44/resources/cells/floor.png
ground,13,10,source/group44/resources/cells/floor.png
ground,13,11,source/group44/resources/cells/floor.png
ground,13,12,source/group44/resources/cells/floor.png
ground,13,13,source/group44/resources/cells/floor.png
ground,13,14,source/group44/resources/cells/floor.png
ground,13,15,source/group44/resources/cells/floor.png
ground,13,16,source/group44/resources/cells/floor.png
ground,13,17,source/group44/resources/cells/floor.png
ground,13,18,source/group44/resources/cells/floor.png
ground,14,1,source/group44/resources/cells/floor.png
ground,14,2,source/group44/resources/cells/floor.png
ground,14,3,source/group44/resources/cells/floor.png
ground,14,4,source/group44/resources/cells/floor.png
ground,14,5,source/group44/resources/cells/floor.png
ground,14,6,source/group44/resources/cells/floor.png
ground,14,7,source/group44/resources/cells/floor.png
ground,14,8,source/group44/resources/cells/floor.png
ground,14,9,source/group44/resources/cells/floor.png
ground,14,10,source/group44/resources/cells/floor.png
ground,14,11,source/group44/resources/cells/floor.png
ground,14,12,source/group44/resources/cells/floor.png
ground,14,13,source/group44/resources/cells/floor.png
ground,14,14,source/group44/resources/cells/floor.png
ground,14,15,source/group44/resources/cells/floor.png
ground,14,16,source/group44/resources/cells/floor.png
ground,14,17,source/group44/resources/cells/floor.png
ground,14,18,source/group44/resources/cells/floor.png
ground,15,1,source/group44/resources/cells/floor.png
ground,15,2,source/group44/resources/cells/floor.png
ground,15,3,source/group44/resources/cells/floor.png
ground,15,4,source/group44/resources/cells/floor.png
ground,15,5,source/group44/resources/cells/floor.png
ground,15,6,source/group44/resources/cells/floor.png
ground,15,7,source/group44/resources/cells/floor.png
ground,15,8,source/group44/resources/cells/floor.png
ground,15,9,source/group44/resources/cells/floor.png
ground,15,10,source/group44/resources/cells/floor.png
ground,15,11,source/group44/resources/cells/floor.png
ground,15,12,source/group44/resources/cells/floor.png
ground,15,13,source/group44/resources/cells/floor.png
ground,15,14,source/group44/resources/cells/floor.png
ground,15,15,source/group44/resources/cells/floor.png
ground,15,16,source/group44/resources/cells/floor.png
ground,15,17,source/group44/resources/cells/floor.png
ground,15,18,source/group44/resources/cells/floor.png
ground,16,1,source/group44/resources/cells/floor.png
ground,16,2,source/group44/resources/cells/floor.png
ground,16,3,source/group44/resources/cells/floor.png
ground,16,4,source/group44/resources/cells/floor.png
ground,16,5,source/group44/resources/cells/floor.png
ground,16,6,source/group44/resources/cells/floor.png
ground,16,7,source/group44/resources/cells/floor.png
ground,16,8,source/group44/resources/cells/floor.png
ground,16,9,source/group44/resources/cells/floor.png
ground,16,10,source/group44/resources/cells/floor.png
ground,16,11,source/group44/resources/cells/floor.png
ground,16,12,source/group44/resources/cells/floor.png
ground,16,13,source/group44/resources/cells/floor.png
ground,16,14,source/group44/resources/cells/floor.png
ground,16,15,source/group44/resources/cells/floor.png
ground,16,16,source/group44/resources/cells/floor.png
ground,16,17,source/group44/resources/cells/floor.png
ground,16,18,source/group44/resources/cells/floor.png
ground,17,1,source/group44/resources/cells/floor.png
ground,17,2,source/group44/resources/cells/floor.png
ground,17,3,source/group44/resources/cells/floor.png
ground,17,4,source/group44/resources/cells/floor.png
ground,17,5,source/group44/resources/cells/floor.png
ground,17,6,source/group44/resources/cells/floor.png
ground,17,7,source/group44/resources/cells/floor.png
ground,17,8,source/group44/resources/cells/floor.png
